454.11349954654906,0,23845,1000,998,998.63,200,10,1,1,1,1,1,1,2,1,1
469.8331684036905,0,49710,2000,1997,1998.67,200,10,1,1,1,1,1,1,2,1,1
474.0250872656755,0,121882,5000,4996,4998.625,200,10,1,1,1,1,1,1,2,1,1
470.4252467883705,0,247595,10000,9998,9998.59,200,10,1,1,1,1,1,1,2,1,1
480.4044077793719,0,639779,25000,24995,24998.655,200,10,1,1,1,1,1,1,2,1,1
486.2526395173454,0,2597655,100000,99992,99998.63,200,10,1,1,1,1,1,1,2,1,1
456.4617619614709,0,25238,1000,996,998.635,200,10,1,1,1,1,1,1,2,1,1
459.8523940384234,0,48916,2000,1997,1998.635,200,10,1,1,1,1,1,1,2,1,1
479.4422619047619,0,129883,5000,4995,4998.58,200,10,1,1,1,1,1,1,2,1,1
477.44947687149977,0,257199,10000,9998,9998.62,200,10,1,1,1,1,1,1,2,1,1
476.2086737472767,0,677229,25000,24997,24998.625,200,10,1,1,1,1,1,1,2,1,1
